player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
8A,4,50000,32299,6224,11477,27661,3740,18599
8A,5,50000,33625,5862,10513,28730,3621,17649
8A,6,50000,34389,5417,10194,29419,3494,17087
8A,7,50000,38420,3977,7603,27237,3637,19126
8A,8,50000,37369,5619,7012,25252,4353,20395
8A,9,50000,22868,18675,8457,20803,6896,22301
8A,K,50000,21944,6027,22029,19014,4109,26877
8A,A,50000,19232,5546,25222,13982,4628,31390
8K,2,50000,24769,6802,18429,8450,1450,40100
8K,3,50000,25105,6787,18108,8430,1411,40159
8K,4,50000,26153,5908,17939,9349,1507,39144
8K,5,50000,26854,6299,16847,9385,1328,39287
8K,6,50000,28718,5444,15838,9674,1332,38994
8K,7,50000,31390,7173,11437,10353,928,38719
8K,8,50000,18377,18031,13592,10437,1044,38519
8K,9,50000,17276,5513,27211,8984,2261,38755
8K,K,50000,16740,4888,28372,7624,2379,39997
8K,A,50000,13142,6760,30098,5831,2361,41808
99,2,50000,25069,6886,18045,8541,1361,40098
99,3,50000,24814,6658,18528,8300,1399,40301
99,4,50000,26442,5972,17586,9339,1455,39206
99,5,50000,26959,6357,16684,9518,1393,39089
99,6,50000,29124,5463,15413,9636,1333,39031
99,7,50000,31563,7092,11345,10375,949,38676
99,8,50000,17090,19085,13825,10284,976,38740
99,9,50000,18560,3454,27986,9112,2315,38573
99,K,50000,16665,6014,27321,7786,2339,39875
99,A,50000,12937,6722,30341,5904,2339,41757
9A,2,50000,38300,6297,5403,27731,3970,18299
9A,3,50000,37877,6359,5764,27896,3934,18170
9A,4,50000,38490,5751,5759,28671,3704,17625
9A,5,50000,39400,5333,5267,30000,3491,16509
9A,6,50000,39750,5170,5080,30435,3361,16204
9A,7,50000,42384,3925,3691,27683,3579,18738
9A,8,50000,42863,3519,3618,26156,3332,20512
9A,9,50000,41535,5330,3135,24658,3757,21585
9A,K,50000,27919,17254,4827,19682,6486,23832
9A,A,50000,25571,5594,18835,15103,4190,30707
9K,2,50000,31263,6684,12053,5765,913,43322
9K,3,50000,31358,6185,12457,6791,1018,42191
9K,4,50000,32251,6182,11567,6749,973,42278
9K,5,50000,33138,6116,10746,6712,891,42397
9K,6,50000,34161,5494,10345,6900,899,42201
9K,7,50000,38393,3945,7662,7251,655,42094
9K,8,50000,36049,6841,7110,7260,589,42151
9K,9,50000,22587,17910,9503,7195,660,42145
9K,K,50000,22932,4918,22150,5996,1802,42202
9K,A,50000,19613,6782,23605,4262,1817,43921
AA,2,50000,18206,0,31794,17524,2404,30072
AA,3,50000,19395,0,30605,18287,2488,29225
AA,4,50000,20732,0,29268,18884,2437,28679
AA,5,50000,21663,0,28337,19587,2237,28176
AA,6,50000,22489,0,27511,19920,2147,27933
AA,7,50000,13565,0,36435,17348,2897,29755
AA,8,50000,12545,0,37455,15728,2954,31318
AA,9,50000,12360,0,37640,14435,2984,32581
AA,K,50000,11155,0,38845,13386,3264,33350
AA,A,50000,5791,0,44209,8869,3652,37479
KK,2,50000,37494,6406,6100,3498,510,45992
KK,3,50000,37718,6313,5969,3503,494,46003
KK,4,50000,38129,5979,5892,3614,467,45919
KK,5,50000,39077,5528,5395,3642,445,45913
KK,6,50000,39802,5156,5042,3787,402,45811
KK,7,50000,42000,4115,3885,3785,299,45916
KK,8,50000,42843,3525,3632,3762,281,45957
KK,9,50000,40380,6424,3196,3859,269,45872
KK,K,50000,28819,15159,6022,3577,381,46042
KK,A,50000,26230,6811,16959,2014,1056,46930
222,2,50000,17702,0,32298,17758,584,31658
222,3,50000,18662,0,31338,18884,547,30569
222,4,50000,19972,0,30028,20142,536,29322
222,5,50000,22728,0,27272,22846,328,26826
222,6,50000,22279,0,27721,22261,578,27161
222,7,50000,13383,0,36617,13386,1628,34986
222,8,50000,12293,0,37707,12233,531,37236
222,9,50000,12025,0,37975,12086,503,37411
222,K,50000,10142,0,39858,10365,463,39172
222,A,50000,6486,0,43514,6243,345,43412
223,2,50000,17806,0,32194,18263,2914,28823
223,3,50000,18682,0,31318,19156,2664,28180
223,4,50000,20530,0,29470,21142,2321,26537
223,5,50000,22873,0,27127,23502,2009,24489
223,6,50000,22354,0,27646,22869,3137,23994
223,7,50000,13518,0,36482,15207,6780,28013
223,8,50000,12447,0,37553,12729,3791,33480
223,9,50000,11747,0,38253,12390,2546,35064
223,K,50000,10206,0,39794,10628,2169,37203
223,A,50000,6364,0,43636,6789,2395,40816
224,2,50000,17812,0,32188,21142,3342,25516
