player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
2434AA22,4,0,50000,31199,6391,12410,2750,458,46792
2434AA22,5,0,50000,33790,4712,11498,2873,397,46730
2434AA22,6,0,50000,34912,5046,10042,2866,304,46830
2434AA22,7,0,50000,40201,2828,6971,3122,293,46585
2434AA22,8,0,50000,39530,4465,6005,3154,199,46647
2434AA22,9,0,50000,23190,20309,6501,3321,185,46494
2434AA22,K,0,50000,21422,5749,22829,2394,976,46630
2434AA22,A,0,50000,16901,6112,26987,1219,700,48081
2434AA23,2,0,50000,37536,6278,6186,2064,281,47655
2434AA23,3,0,50000,37459,6419,6122,2027,280,47693
2434AA23,4,0,50000,37281,6428,6291,2038,267,47695
2434AA23,5,0,50000,38335,5628,6037,2045,271,47684
2434AA23,6,0,50000,39927,4215,5858,2046,301,47653
2434AA23,7,0,50000,43414,3207,3379,2150,182,47668
2434AA23,8,0,50000,44093,2786,3121,2209,130,47661
2434AA23,9,0,50000,43048,4252,2700,2213,140,47647
2434AA23,K,0,50000,27417,18683,3900,2247,162,47591
2434AA23,A,0,50000,23120,6307,20573,615,479,48906
2434AA2A,2,0,50000,24795,6461,18744,4713,765,44522
2434AA2A,3,0,50000,24944,6647,18409,4585,727,44688
2434AA2A,4,0,50000,27453,3944,18603,5553,885,43562
2434AA2A,5,0,50000,28853,5305,15842,5698,804,43498
2434AA2A,6,0,50000,30419,4378,15203,5757,746,43497
2434AA2A,7,0,50000,35827,3759,10414,6077,515,43408
2434AA2A,8,0,50000,19540,20665,9795,6319,419,43262
2434AA2A,9,0,50000,18455,5117,26428,5868,823,43309
2434AA2A,K,0,50000,16148,6017,27835,5024,1307,43669
2434AA2A,A,0,50000,10627,5957,33416,3147,1796,45057
2434AA32,2,0,50000,37590,6223,6187,2118,294,47588
2434AA32,3,0,50000,37411,6405,6184,2093,293,47614
2434AA32,4,0,50000,37407,6215,6378,2074,290,47636
2434AA32,5,0,50000,38432,5535,6033,2067,287,47646
2434AA32,6,0,50000,40130,4245,5625,2100,289,47611
2434AA32,7,0,50000,43319,3284,3397,2137,161,47702
2434AA32,8,0,50000,43973,2921,3106,2198,124,47678
2434AA32,9,0,50000,43023,4204,2773,2266,116,47618
2434AA32,K,0,50000,27382,18655,3963,2236,155,47609
2434AA32,A,0,50000,22939,6282,20779,701,455,48844
2434AA3A,2,0,50000,31340,6578,12082,2933,449,46618
2434AA3A,3,0,50000,31302,6312,12386,3970,602,45428
2434AA3A,4,0,50000,31375,6328,12297,3932,588,45480
2434AA3A,5,0,50000,34200,4502,11298,3930,536,45534
2434AA3A,6,0,50000,35650,4372,9978,4023,538,45439
2434AA3A,7,0,50000,39829,3440,6731,4191,368,45441
2434AA3A,8,0,50000,40179,3396,6425,4301,302,45397
2434AA3A,9,0,50000,23291,20430,6279,4489,234,45277
2434AA3A,K,0,50000,22188,5996,21816,3883,636,45481
2434AA3A,A,0,50000,16741,6129,27130,2024,1423,46553
2434AA4A,2,0,50000,37818,6179,6003,977,139,48884
2434AA4A,3,0,50000,37507,6342,6151,1053,154,48793
2434AA4A,4,0,50000,37649,5993,6358,1022,145,48833
2434AA4A,5,0,50000,38750,5341,5909,1082,124,48794
2434AA4A,6,0,50000,40825,3405,5770,1059,164,48777
2434AA4A,7,0,50000,43540,3537,2923,1116,80,48804
2434AA4A,8,0,50000,43402,3267,3331,1118,72,48810
2434AA4A,9,0,50000,43869,2970,3161,1045,73,48882
2434AA4A,K,0,50000,28327,18693,2980,1096,44,48860
2434AA4A,A,0,50000,23107,6239,20654,0,0,50000
2434AAA2,2,0,50000,24825,6509,18666,4647,729,44624
2434AAA2,3,0,50000,24999,6471,18530,4612,744,44644
2434AAA2,4,0,50000,27291,4089,18620,5617,822,43561
2434AAA2,5,0,50000,28873,5330,15797,5563,798,43639
2434AAA2,6,0,50000,30704,4333,14963,5680,718,43602
2434AAA2,7,0,50000,35853,3769,10378,6173,462,43365
2434AAA2,8,0,50000,19668,20618,9714,6184,369,43447
2434AAA2,9,0,50000,18580,5222,26198,5779,828,43393
2434AAA2,K,0,50000,16220,5892,27888,5192,1280,43528
2434AAA2,A,0,50000,10514,6105,33381,3055,1762,45183
2434AAA3,2,0,50000,31369,6442,12189,2947,417,46636
2434AAA3,3,0,50000,31456,6238,12306,4081,558,45361
2434AAA3,4,0,50000,31234,6451,12315,3879,605,45516
2434AAA3,5,0,50000,34131,4568,11301,3991,535,45474
2434AAA3,6,0,50000,35630,4281,10089,3953,497,45550
2434AAA3,7,0,50000,39826,3562,6612,4306,303,45391
2434AAA3,8,0,50000,40136,3431,6433,4319,310,45371
2434AAA3,9,0,50000,23516,20337,6147,4327,241,45432
2434AAA3,K,0,50000,22146,5981,21873,4053,646,45301
2434AAA3,A,0,50000,16785,6099,27116,2066,1463,46471
2434AAA4,2,0,50000,37720,6129,6151,1020,137,48843
2434AAA4,3,0,50000,37606,6320,6074,1072,132,48796
2434AAA4,4,0,50000,37970,5934,6096,1071,144,48785
2434AAA4,5,0,50000,38853,5350,5797,1127,113,48760
2434AAA4,6,0,50000,40680,3354,5966,1033,137,48830
2434AAA4,7,0,50000,43483,3569,2948,1086,59,48855
2434AAA4,8,0,50000,43368,3268,3364,1085,68,48847
2434AAA4,9,0,50000,43907,2991,3102,1138,80,48782
2434AAA4,K,0,50000,28382,18680,2938,1056,44,48900
2434AAA4,A,0,50000,23105,6136,20759,0,0,50000
2434AAAA,2,0,50000,18404,6620,24976,6086,985,42929
2434AAAA,3,0,50000,20390,4756,24854,5867,971,43162
2434AAAA,4,0,50000,22457,5382,22161,5951,992,43057
2434AAAA,5,0,50000,24085,5246,20669,7056,985,41959
2434AAAA,6,0,50000,26750,2713,20537,7045,964,41991
2434AAAA,7,0,50000,15394,20740,13866,8126,575,41299
2434AAAA,8,0,50000,13453,6507,30040,8070,579,41351
2434AAAA,9,0,50000,12760,5954,31286,6935,1757,41308
2434AAAA,K,0,50000,11380,5673,32947,5749,1860,42391
243522AA,2,0,50000,37747,6183,6070,2012,269,47719
243522AA,3,0,50000,37685,6276,6039,2038,281,47681
243522AA,4,0,50000,37892,6126,5982,2064,292,47644
243522AA,5,0,50000,39372,4672,5956,2045,277,47678
243522AA,6,0,50000,40112,4939,4949,2098,226,47676
243522AA,7,0,50000,42684,3686,3630,2223,146,47631
243522AA,8,0,50000,44158,2441,3401,2171,160,47669
243522AA,9,0,50000,43461,4298,2241,2099,79,47822
243522AA,K,0,50000,27224,18875,3901,2177,141,47682
243522AA,A,0,50000,23099,6403,20498,675,482,48843
24352A2A,2,0,50000,37486,6352,6162,2000,282,47718
24352A2A,3,0,50000,37560,6490,5950,2010,275,47715
24352A2A,4,0,50000,37629,6122,6249,2106,304,47590
24352A2A,5,0,50000,39345,4704,5951,2050,290,47660
24352A2A,6,0,50000,40146,4930,4924,2103,230,47667
24352A2A,7,0,50000,42666,3737,3597,2158,173,47669
24352A2A,8,0,50000,44093,2482,3425,2218,198,47584
24352A2A,9,0,50000,43530,4192,2278,2149,113,47738
24352A2A,K,0,50000,27218,18805,3977,2225,133,47642
24352A2A,A,0,50000,23210,6362,20428,689,512,48799
24352AA2,2,0,50000,37533,6191,6276,2079,281,47640
24352AA2,3,0,50000,37654,6309,6037,2078,263,47659
24352AA2,4,0,50000,37588,6236,6176,2014,278,47708
24352AA2,5,0,50000,39433,4565,6002,1997,249,47754
24352AA2,6,0,50000,40034,4947,5019,2110,210,47680
24352AA2,7,0,50000,42679,3735,3586,2138,172,47690
24352AA2,8,0,50000,44071,2492,3437,2154,159,47687
24352AA2,9,0,50000,43595,4256,2149,2267,93,47640
24352AA2,K,0,50000,27471,18667,3862,2214,130,47656
24352AA2,A,0,50000,23137,6399,20464,664,465,48871
24352AAA,2,0,50000,31118,6695,12187,1945,284,47771
24352AAA,3,0,50000,31490,6303,12207,2962,419,46619
24352AAA,4,0,50000,32394,5675,11931,2869,441,46690
24352AAA,5,0,50000,34316,5257,10427,2957,361,46682
24352AAA,6,0,50000,34892,5162,9946,2983,338,46679
24352AAA,7,0,50000,39244,3485,7271,3191,259,46550
24352AAA,8,0,50000,40307,3446,6247,3150,244,46606
24352AAA,9,0,50000,23702,20493,5805,3269,143,46588
24352AAA,K,0,50000,22092,6096,21812,2930,562,46508
24352AAA,A,0,50000,16887,6218,26895,1384,963,47653
24353AAA,2,0,50000,37657,6187,6156,1059,127,48814
24353AAA,3,0,50000,37663,6406,5931,979,131,48890
24353AAA,4,0,50000,37809,6037,6154,1017,140,48843
24353AAA,5,0,50000,39591,4580,5829,1009,134,48857
24353AAA,6,0,50000,40196,4826,4978,1051,113,48836
24353AAA,7,0,50000,42914,3370,3716,1078,73,48849
24353AAA,8,0,50000,43892,3249,2859,1085,68,48847
24353AAA,9,0,50000,43748,3177,3075,1079,75,48846
24353AAA,K,0,50000,28046,18960,2994,1101,31,48868
24353AAA,A,0,50000,23139,6512,20349,0,0,50000
2435A22A,2,0,50000,37528,6224,6248,2112,270,47618
2435A22A,3,0,50000,37602,6390,6008,2030,262,47708
2435A22A,4,0,50000,37625,6173,6202,2096,290,47614
2435A22A,5,0,50000,39342,4787,5871,1978,276,47746
2435A22A,6,0,50000,40201,4866,4933,2119,237,47644
2435A22A,7,0,50000,42832,3712,3456,2222,166,47612
2435A22A,8,0,50000,44191,2405,3404,2186,149,47665
2435A22A,9,0,50000,43505,4266,2229,2283,99,47618
2435A22A,K,0,50000,27248,18950,3802,2183,121,47696
2435A22A,A,0,50000,23117,6396,20487,682,484,48834
2435A2A2,2,0,50000,37578,6264,6158,2058,283,47659
2435A2A2,3,0,50000,37502,6496,6002,2039,259,47702
2435A2A2,4,0,50000,37556,6254,6190,2016,254,47730
2435A2A2,5,0,50000,39296,4810,5894,2073,280,47647
2435A2A2,6,0,50000,40185,4941,4874,2024,228,47748
2435A2A2,7,0,50000,42457,3869,3674,2160,185,47655
2435A2A2,8,0,50000,44017,2565,3418,2137,166,47697
2435A2A2,9,0,50000,43512,4278,2210,2289,95,47616
2435A2A2,K,0,50000,27440,18797,3763,2196,132,47672
2435A2A2,A,0,50000,23191,6426,20383,716,462,48822
2435A2AA,2,0,50000,31012,6699,12289,1851,279,47870
2435A2AA,3,0,50000,31674,6245,12081,2899,401,46700
2435A2AA,4,0,50000,32403,5492,12105,2982,400,46618
2435A2AA,5,0,50000,34521,5163,10316,2908,374,46718
2435A2AA,6,0,50000,34937,5237,9826,2998,338,46664
2435A2AA,7,0,50000,39203,3358,7439,3191,238,46571
2435A2AA,8,0,50000,40211,3523,6266,3209,236,46555
2435A2AA,9,0,50000,23815,20390,5795,3366,139,46495
2435A2AA,K,0,50000,22224,6044,21732,2797,610,46593
2435A2AA,A,0,50000,16798,6217,26985,1388,969,47643
2435A3AA,2,0,50000,37627,6270,6103,1064,140,48796
2435A3AA,3,0,50000,37719,6326,5955,1046,152,48802
2435A3AA,4,0,50000,37738,6088,6174,1048,129,48823
2435A3AA,5,0,50000,39481,4633,5886,1000,151,48849
2435A3AA,6,0,50000,40131,4931,4938,1061,116,48823
2435A3AA,7,0,50000,43254,3224,3522,1129,81,48790
2435A3AA,8,0,50000,43625,3376,2999,1113,79,48808
2435A3AA,9,0,50000,43859,3082,3059,1106,75,48819
2435A3AA,K,0,50000,28279,18952,2769,1066,45,48889
2435A3AA,A,0,50000,23090,6490,20420,0,0,50000
2435AA22,2,0,50000,37619,6304,6077,2086,336,47578
2435AA22,3,0,50000,37448,6571,5981,2024,301,47675
2435AA22,4,0,50000,37625,6170,6205,2061,276,47663
2435AA22,5,0,50000,39279,4709,6012,2027,270,47703
2435AA22,6,0,50000,40176,4864,4960,2226,245,47529
2435AA22,7,0,50000,42752,3712,3536,2241,191,47568
2435AA22,8,0,50000,44152,2450,3398,2088,173,47739
2435AA22,9,0,50000,43633,4133,2234,2278,109,47613
2435AA22,K,0,50000,27319,18799,3882,2136,114,47750
2435AA22,A,0,50000,23095,6362,20543,696,500,48804
2435AA2A,2,0,50000,31180,6733,12087,1811,288,47901
2435AA2A,3,0,50000,31691,6074,12235,2927,433,46640
2435AA2A,4,0,50000,32260,5568,12172,2907,428,46665
2435AA2A,5,0,50000,34186,5340,10474,3032,360,46608
2435AA2A,6,0,50000,34874,5212,9914,3052,370,46578
2435AA2A,7,0,50000,39522,3399,7079,3150,249,46601
2435AA2A,8,0,50000,40239,3475,6286,3158,233,46609
2435AA2A,9,0,50000,23787,20406,5807,3280,158,46562
2435AA2A,K,0,50000,22127,6092,21781,2824,599,46577
2435AA2A,A,0,50000,16673,6328,26999,1359,975,47666
2435AA3A,2,0,50000,37746,6200,6054,984,152,48864
2435AA3A,3,0,50000,37691,6348,5961,1046,125,48829
2435AA3A,4,0,50000,37821,6132,6047,1047,140,48813
2435AA3A,5,0,50000,39597,4584,5819,1030,142,48828
2435AA3A,6,0,50000,40153,5007,4840,1000,129,48871
2435AA3A,7,0,50000,43172,3413,3415,1028,84,48888
2435AA3A,8,0,50000,43648,3375,2977,1083,72,48845
2435AA3A,9,0,50000,43823,3231,2946,1168,80,48752
2435AA3A,K,0,50000,28416,18826,2758,1091,39,48870
2435AA3A,A,0,50000,23054,6491,20455,0,0,50000
2435AAA2,2,0,50000,31125,6615,12260,1911,290,47799
2435AAA2,3,0,50000,31503,6112,12385,2994,416,46590
2435AAA2,4,0,50000,32141,5707,12152,2887,439,46674
2435AAA2,5,0,50000,34434,5244,10322,2928,404,46668
2435AAA2,6,0,50000,34873,5253,9874,2972,350,46678
2435AAA2,7,0,50000,39448,3368,7184,3054,256,46690
2435AAA2,8,0,50000,40056,3620,6324,3214,206,46580
2435AAA2,9,0,50000,23627,20583,5790,3255,144,46601
2435AAA2,K,0,50000,22203,6084,21713,2916,601,46483
2435AAA2,A,0,50000,16801,6250,26949,1388,956,47656
2435AAA3,2,0,50000,37702,6234,6064,1027,131,48842
2435AAA3,3,0,50000,37859,6195,5946,1024,153,48823
2435AAA3,4,0,50000,37677,6237,6086,994,141,48865
2435AAA3,5,0,50000,39619,4547,5834,1064,155,48781
2435AAA3,6,0,50000,40145,4924,4931,1085,121,48794
2435AAA3,7,0,50000,43108,3265,3627,1042,89,48869
2435AAA3,8,0,50000,43809,3262,2929,1140,64,48796
2435AAA3,9,0,50000,43989,3081,2930,1054,69,48877
2435AAA3,K,0,50000,28242,18971,2787,1152,34,48814
2435AAA3,A,0,50000,22894,6433,20673,0,0,50000
2435AAAA,2,0,50000,24856,6567,18577,4805,685,44510
2435AAAA,3,0,50000,25902,5916,18182,4611,682,44707
2435AAAA,4,0,50000,27759,4674,17567,5708,866,43426
2435AAAA,5,0,50000,29191,5434,15375,5687,714,43599
2435AAAA,6,0,50000,29712,5322,14966,5842,690,43468
2435AAAA,7,0,50000,36082,2919,10999,6242,531,43227
2435AAAA,8,0,50000,19908,20803,9289,6252,439,43309
2435AAAA,9,0,50000,18599,5472,25929,6445,346,43209
2435AAAA,K,0,50000,16875,5971,27154,5371,1452,43177
24362AAA,2,0,50000,37404,6346,6250,1008,156,48836
24362AAA,3,0,50000,37879,6215,5906,1019,135,48846
24362AAA,4,0,50000,38779,5301,5920,1009,134,48857
24362AAA,5,0,50000,39774,5315,4911,1065,116,48819
24362AAA,6,0,50000,39452,4807,5741,1076,119,48805
24362AAA,7,0,50000,42605,3808,3587,1110,75,48815
24362AAA,8,0,50000,43516,3089,3395,1100,80,48820
24362AAA,9,0,50000,44180,3108,2712,1179,67,48754
24362AAA,K,0,50000,28090,19065,2845,1118,42,48840
24362AAA,A,0,50000,22814,6546,20640,0,0,50000
2436A2AA,2,0,50000,37507,6400,6093,1045,151,48804
2436A2AA,3,0,50000,37723,6286,5991,993,148,48859
2436A2AA,4,0,50000,38697,5276,6027,1022,139,48839
2436A2AA,5,0,50000,39831,5256,4913,1077,116,48807
2436A2AA,6,0,50000,39414,4992,5594,1069,127,48804
2436A2AA,7,0,50000,42710,3704,3586,1065,89,48846
2436A2AA,8,0,50000,43646,3058,3296,1115,69,48816
2436A2AA,9,0,50000,44197,3132,2671,1092,66,48842
2436A2AA,K,0,50000,28127,19082,2791,1131,41,48828
2436A2AA,A,0,50000,22531,6569,20900,0,0,50000
2436AA2A,2,0,50000,37681,6249,6070,1054,139,48807
2436AA2A,3,0,50000,37807,6340,5853,973,125,48902
2436AA2A,4,0,50000,38686,5186,6128,956,135,48909
2436AA2A,5,0,50000,39817,5222,4961,990,110,48900
2436AA2A,6,0,50000,39263,4984,5753,1062,141,48797
2436AA2A,7,0,50000,42603,3813,3584,1078,79,48843
2436AA2A,8,0,50000,43484,3171,3345,1103,87,48810
2436AA2A,9,0,50000,44131,3158,2711,1167,59,48774
2436AA2A,K,0,50000,28127,18968,2905,1140,30,48830
2436AA2A,A,0,50000,22660,6651,20689,0,0,50000
2436AAA2,2,0,50000,37684,6230,6086,968,121,48911
2436AAA2,3,0,50000,37840,6251,5909,1101,140,48759
2436AAA2,4,0,50000,38582,5305,6113,1007,143,48850
2436AAA2,5,0,50000,39813,5123,5064,1069,114,48817
2436AAA2,6,0,50000,39423,4867,5710,1021,128,48851
2436AAA2,7,0,50000,42561,3871,3568,1113,88,48799
2436AAA2,8,0,50000,43458,3093,3449,1103,68,48829
2436AAA2,9,0,50000,44129,3135,2736,1169,54,48777
2436AAA2,K,0,50000,28277,19042,2681,1099,39,48862
2436AAA2,A,0,50000,22759,6560,20681,0,0,50000
2436AAAA,2,0,50000,31363,6562,12075,2028,283,47689
2436AAAA,3,0,50000,32506,5475,12019,3069,423,46508
2436AAAA,4,0,50000,32663,6295,11042,3003,442,46555
2436AAAA,5,0,50000,34631,5147,10222,3156,355,46489
2436AAAA,6,0,50000,34141,5182,10677,3156,442,46402
2436AAAA,7,0,50000,38752,3850,7398,3252,239,46509
2436AAAA,8,0,50000,40714,2462,6824,3207,247,46546
2436AAAA,9,0,50000,23906,20781,5313,3222,191,46587
2436AAAA,K,0,50000,23033,6209,20758,3342,122,46536
2437AAAA,2,0,50000,37773,6205,6022,0,0,50000
2437AAAA,3,0,50000,38764,5432,5804,0,0,50000
2437AAAA,4,0,50000,39057,5881,5062,0,0,50000
2437AAAA,5,0,50000,39228,5236,5536,0,0,50000
2437AAAA,6,0,50000,39359,5049,5592,0,0,50000
2437AAAA,7,0,50000,42572,3811,3617,0,0,50000
2437AAAA,8,0,50000,43086,3561,3353,0,0,50000
2437AAAA,9,0,50000,44711,2180,3109,0,0,50000
2437AAAA,K,0,50000,28924,19131,1945,0,0,50000
2442223A,3,0,50000,37348,6479,6173,3023,393,46584
2442223A,4,0,50000,37298,6381,6321,3027,443,46530
2442223A,5,0,50000,38384,5448,6168,3206,435,46359
2442223A,6,0,50000,40135,4194,5671,3057,417,46526
2442223A,7,0,50000,42966,3691,3343,3177,231,46592
2442223A,8,0,50000,44622,2087,3291,3233,238,46529
2442223A,9,0,50000,43077,5134,1789,3277,122,46601
2442223A,K,0,50000,26381,18580,5039,3261,261,46478
2442223A,A,0,50000,23329,6228,20443,1324,941,47735
244222A3,3,0,50000,37401,6415,6184,3001,444,46555
244222A3,4,0,50000,37182,6462,6356,3043,433,46524
244222A3,5,0,50000,38392,5365,6243,3104,417,46479
244222A3,6,0,50000,39884,4248,5868,3133,394,46473
244222A3,7,0,50000,42936,3605,3459,3263,235,46502
244222A3,8,0,50000,44537,2130,3333,3229,225,46546
244222A3,9,0,50000,42825,5168,2007,3337,122,46541
244222A3,K,0,50000,26130,18746,5124,3237,261,46502
244222A3,A,0,50000,23178,6319,20503,1353,977,47670
244222AA,3,0,50000,24917,6394,18689,4529,759,44712
244222AA,4,0,50000,27448,4115,18437,5516,894,43590
244222AA,5,0,50000,27644,6080,16276,5589,821,43590
244222AA,6,0,50000,31533,2641,15826,5688,831,43481
244222AA,7,0,50000,35105,4559,10336,6080,438,43482
244222AA,8,0,50000,19026,20384,10590,6360,522,43118
244222AA,9,0,50000,18694,4823,26483,5596,1210,43194
244222AA,K,0,50000,15556,5603,28841,5351,648,44001
244222AA,A,0,50000,10999,5663,33338,3133,2098,44769
2442232A,3,0,50000,37276,6495,6229,3097,428,46475
2442232A,4,0,50000,37145,6550,6305,3086,415,46499
2442232A,5,0,50000,38188,5663,6149,3013,429,46558
2442232A,6,0,50000,40005,4229,5766,3085,428,46487
2442232A,7,0,50000,42954,3612,3434,3242,223,46535
2442232A,8,0,50000,44539,2038,3423,3263,252,46485
2442232A,9,0,50000,42980,5214,1806,3343,146,46511
2442232A,K,0,50000,26263,18671,5066,3294,307,46399
2442232A,A,0,50000,23174,6286,20540,1381,927,47692
244223A2,3,0,50000,37274,6535,6191,3057,449,46494
244223A2,4,0,50000,37044,6622,6334,3048,412,46540
244223A2,5,0,50000,38292,5569,6139,3104,449,46447
244223A2,6,0,50000,40016,4296,5688,3063,410,46527
244223A2,7,0,50000,42857,3621,3522,3259,240,46501
244223A2,8,0,50000,44426,2104,3470,3286,235,46479
244223A2,9,0,50000,42814,5321,1865,3296,128,46576
244223A2,K,0,50000,26161,18621,5218,3214,294,46492
244223A2,A,0,50000,23053,6327,20620,1360,969,47671
244223AA,2,0,50000,31045,6704,12251,1730,288,47982
244223AA,3,0,50000,31124,6466,12410,2792,473,46735
244223AA,4,0,50000,31092,6400,12508,2718,426,46856
244223AA,5,0,50000,33760,4651,11589,2790,392,46818
244223AA,6,0,50000,34933,5090,9977,2871,333,46796
244223AA,7,0,50000,40029,2865,7106,3109,259,46632
244223AA,8,0,50000,39590,4426,5984,3063,205,46732
244223AA,9,0,50000,23225,20232,6543,3165,182,46653
244223AA,K,0,50000,21410,5858,22732,2352,978,46670
244223AA,A,0,50000,16693,6282,27025,1204,641,48155
244224AA,2,0,50000,37430,6196,6374,2023,273,47704
244224AA,3,0,50000,37486,6263,6251,2026,298,47676
244224AA,4,0,50000,37559,6285,6156,2025,275,47700
244224AA,5,0,50000,38709,5242,6049,2062,294,47644
244224AA,6,0,50000,40749,3444,5807,1957,252,47791
244224AA,7,0,50000,43156,3810,3034,2221,151,47628
244224AA,8,0,50000,43747,2526,3727,2106,180,47714
244224AA,9,0,50000,43576,4107,2317,2257,123,47620
244224AA,K,0,50000,27180,18774,4046,2242,115,47643
244224AA,A,0,50000,23094,6134,20772,676,490,48834
24422A23,3,0,50000,37603,6239,6158,3064,403,46533
24422A23,4,0,50000,37151,6475,6374,3072,418,46510
24422A23,5,0,50000,38299,5540,6161,3005,411,46584
24422A23,6,0,50000,39957,4208,5835,3127,408,46465
24422A23,7,0,50000,42963,3600,3437,3274,240,46486
24422A23,8,0,50000,44699,2034,3267,3228,226,46546
24422A23,9,0,50000,42807,5332,1861,3266,105,46629
24422A23,K,0,50000,26305,18776,4919,3262,277,46461
24422A23,A,0,50000,23330,6169,20501,1408,914,47678
24422A2A,3,0,50000,24663,6446,18891,4436,743,44821
24422A2A,4,0,50000,27333,4145,18522,5642,917,43441
24422A2A,5,0,50000,27533,6023,16444,5605,774,43621
24422A2A,6,0,50000,31379,2660,15961,5655,848,43497
24422A2A,7,0,50000,35366,4509,10125,6265,444,43291
24422A2A,8,0,50000,18995,20434,10571,6287,460,43253
24422A2A,9,0,50000,18736,4851,26413,5612,1185,43203
24422A2A,K,0,50000,15730,5500,28770,5245,655,44100
24422A2A,A,0,50000,10994,5649,33357,2998,2057,44945
24422A32,3,0,50000,37382,6342,6276,3073,401,46526
24422A32,4,0,50000,37059,6509,6432,3069,415,46516
24422A32,5,0,50000,38420,5410,6170,3089,421,46490
24422A32,6,0,50000,39901,4356,5743,3083,420,46497
24422A32,7,0,50000,43112,3524,3364,3233,219,46548
24422A32,8,0,50000,44545,2100,3355,3208,251,46541
24422A32,9,0,50000,43012,5106,1882,3325,152,46523
24422A32,K,0,50000,26301,18737,4962,3198,266,46536
24422A32,A,0,50000,23264,6338,20398,1353,959,47688
24422A3A,2,0,50000,30967,6561,12472,1787,297,47916
24422A3A,3,0,50000,31330,6270,12400,2813,460,46727
24422A3A,4,0,50000,31265,6305,12430,2729,480,46791
24422A3A,5,0,50000,33576,4789,11635,2830,394,46776
24422A3A,6,0,50000,34877,5080,10043,2802,345,46853
24422A3A,7,0,50000,40167,2834,6999,3104,236,46660
24422A3A,8,0,50000,39649,4480,5871,3137,178,46685
24422A3A,9,0,50000,23043,20360,6597,3320,196,46484
24422A3A,K,0,50000,21417,5930,22653,2476,985,46539
24422A3A,A,0,50000,16851,6302,26847,1204,629,48167
24422A4A,2,0,50000,37498,6299,6203,2038,298,47664
24422A4A,3,0,50000,37575,6211,6214,2069,268,47663
24422A4A,4,0,50000,37659,6238,6103,1993,287,47720
24422A4A,5,0,50000,38683,5161,6156,1988,310,47702
24422A4A,6,0,50000,40738,3388,5874,2000,310,47690
24422A4A,7,0,50000,43233,3768,2999,2142,134,47724
24422A4A,8,0,50000,43802,2403,3795,2148,191,47661
24422A4A,9,0,50000,43676,4044,2280,2204,123,47673
24422A4A,K,0,50000,27199,18815,3986,2232,127,47641
24422A4A,A,0,50000,23127,6162,20711,655,480,48865
24422AA2,3,0,50000,24926,6357,18717,4478,686,44836
24422AA2,4,0,50000,27470,4118,18412,5435,856,43709
24422AA2,5,0,50000,27753,5916,16331,5577,785,43638
24422AA2,6,0,50000,31643,2571,15786,5618,762,43620
24422AA2,7,0,50000,35367,4637,9996,6139,463,43398
24422AA2,8,0,50000,19099,20510,10391,6153,528,43319
24422AA2,9,0,50000,18769,4856,26375,5555,1147,43298
24422AA2,K,0,50000,15663,5727,28610,5225,607,44168
24422AA2,A,0,50000,10826,5783,33391,3135,2088,44777
24422AA3,2,0,50000,31125,6548,12327,1833,305,47862
24422AA3,3,0,50000,31207,6377,12416,2664,481,46855
24422AA3,4,0,50000,31156,6309,12535,2712,434,46854
24422AA3,5,0,50000,33723,4634,11643,2774,380,46846
24422AA3,6,0,50000,34835,5134,10031,2938,368,46694
24422AA3,7,0,50000,39930,2857,7213,3029,261,46710
24422AA3,8,0,50000,39446,4518,6036,3094,222,46684
24422AA3,9,0,50000,23254,20220,6526,3252,190,46558
24422AA3,K,0,50000,21158,6060,22782,2366,981,46653
24422AA3,A,0,50000,16956,6247,26797,1190,658,48152
